id,label,timeset,indegree,outdegree,degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
RPtests,,,1,0,1,0.0,0.0,0.0,0.0,0.0011523176,0.0,10,1.0638507434851938E-4,0,3239,0.0,0.023704557803930035
MMMS,,,2,0,2,0.0,0.0,0.0,0.0,0.0027064814,0.0,41,1.0675941609757935E-4,0,3238,0.0,0.03652716959345223
widenet,,,2,0,2,0.0,0.0,0.0,0.0,0.0011532716,0.0,10,1.9681240356585257E-4,0,3236,0.5,0.04236560859542455
SIS,,,3,1,4,1.0,1.0,1.0,7.0,0.0028256094,2.1309159E-5,10,1.1491308769715867E-4,0,3235,0.0833333358168602,0.041294375489366326
elasso,,,1,0,1,0.0,0.0,0.0,0.0,0.0011523176,0.0,10,1.0638507434851938E-4,0,3234,0.0,0.023704557803930035
Grace,,,3,0,3,0.0,0.0,0.0,0.0,0.020817695,0.0,36,1.5252062077826496E-4,0,3233,0.1666666716337204,0.04369670114137502
HiCfeat,,,2,0,2,0.0,0.0,0.0,0.0,0.007675341,0.0,29,1.0656346488731255E-4,0,3232,0.5,0.03370062947265253
selectiveInference,,,2,0,2,0.0,0.0,0.0,0.0,0.0012009577,0.0,10,1.243231518675939E-4,0,3231,0.0,0.028471763699844114
EstHer,,,3,0,3,0.0,0.0,0.0,0.0,0.024106452,0.0,36,1.0669767992710602E-4,0,3230,0.0,0.03323896959575819
SubLasso,,,3,0,3,0.0,0.0,0.0,0.0,0.0025721074,0.0,17,1.0892944113322211E-4,0,1817,0.0,0.0702652444742081
roccv,,,2,0,2,0.0,0.0,0.0,0.0,0.0014003062,0.0,10,1.1088760658991871E-4,0,3229,0.0,0.041756035366260665
covTest,,,4,0,4,0.0,0.0,0.0,0.0,0.02104599,0.0,10,1.5420216461786118E-4,0,3228,0.0,0.04706554767900459
knockoff,,,2,0,2,0.0,0.0,0.0,0.0,0.0013668068,0.0,25,1.0810988949458424E-4,0,3227,0.0,0.028471763699844114
sparsenet,,,2,0,2,0.0,0.0,0.0,0.0,0.0012339922,0.0,1,1.1046191014830905E-4,0,3226,0.0,0.028471763699844114
IsingFit,,,3,2,5,1.0,1.0,1.0,6.75,0.007793155,9.0959086E-4,29,1.2650613970102502E-4,0,38,0.25,0.3885122131663308
ComICS,,,1,0,1,0.0,0.0,0.0,0.0,0.0011523176,0.0,10,1.0638507434851938E-4,0,3222,0.0,0.023704557803930035
InvariantCausalPrediction,,,2,0,2,0.0,0.0,0.0,0.0,0.001233029,0.0,10,1.1817799540645937E-4,0,3099,0.0,0.10347956465667485
maxnet,,,1,0,1,0.0,0.0,0.0,0.0,0.0011523176,0.0,10,1.0638507434851938E-4,0,3221,0.0,0.023704557803930035
DivMelt,,,1,0,1,0.0,0.0,0.0,0.0,0.0011523176,0.0,10,1.0638507434851938E-4,0,3220,0.0,0.023704557803930035
PRIMsrc,,,4,0,4,0.0,0.0,0.0,0.0,0.023520548,0.0,25,1.0815974645180837E-4,0,426,0.0833333358168602,0.22833404450206662
TANDEM,,,2,0,2,0.0,0.0,0.0,0.0,0.007675341,0.0,29,1.0656346488731255E-4,0,3217,0.5,0.03370062947265253
MMS,,,3,0,3,0.0,0.0,0.0,0.0,0.0076816957,0.0,29,1.9714242628366638E-4,0,3215,0.5,0.060417086157755116
anoint,,,3,0,3,0.0,0.0,0.0,0.0,0.022337386,0.0,41,1.0685432656064324E-4,0,3214,0.0,0.041294375489366326
glmpath,,,1,2,3,1.0,1.0,1.0,4.0,0.0015541638,7.213729E-4,10,1.058924272167497E-4,0,4997,0.0,0.012822611789522188
glmpathcr,,,2,0,2,0.0,0.0,0.0,0.0,0.004034144,0.0,10,1.5075594345847083E-4,0,4996,0.0,0.018593783979160474
GlobalOptions,,,0,2,2,3.0,0.5,0.5833333333333334,0.0,0.0,3.2909902E-5,45,1.0551808546768973E-4,0,4999,0.0,0.0
GetoptLong,,,2,0,2,0.0,0.0,0.0,0.0,3.1642735E-4,0.0,45,1.5215708701728345E-4,0,4998,0.0,0.00953441179182815
globalOptTests,,,0,1,1,1.0,1.0,1.0,0.0,0.0,1.5543564E-4,45,1.0551808546768973E-4,0,5000,0.0,0.0
glpkAPI,,,0,4,4,1.0,1.0,1.0,0.0,0.0,0.0014853056,65,1.0551808546768973E-4,0,5003,0.0,0.0
FAwR,,,3,0,3,0.0,0.0,0.0,0.0,0.023522856,0.0,65,1.2829258534419668E-4,0,5002,0.0,0.014301617687742225
MCDA,,,2,0,2,0.0,0.0,0.0,0.0,1.3049158E-4,0.0,65,1.337534971911821E-4,0,5001,0.0,0.014763277564636561
gmm,,,1,4,5,3.0,0.5384615384615384,0.619047619047619,25.833333333333336,3.1071095E-4,0.001315369,42,1.0817724298803821E-4,0,5008,0.0,0.012822611789522188
ivlewbel,,,3,0,3,0.0,0.0,0.0,0.0,0.007314187,0.0,42,1.3097217435699155E-4,0,5007,0.0,0.03664526154149109
tmvtnorm,,,3,8,11,2.0,0.8333333333333334,0.9,44.86666666666667,0.010574251,0.0031753683,45,1.289177134167954E-4,0,5006,0.06363636255264282,0.028589855647882977
pamm,,,5,0,5,0.0,0.0,0.0,0.0,0.009445186,0.0,60,1.3317078355660738E-4,0,454,0.10000000149011612,0.24351925729318433
NominalLogisticBiplot,,,3,1,4,2.0,0.6666666666666666,0.75,6.0,0.019850442,5.687777E-4,36,1.2989632307505266E-4,0,4920,0.25,0.066620096820057
gmp,,,0,17,17,4.0,0.550561797752809,0.6479591836734693,0.0,0.0,0.0035091774,25,1.0551808546768973E-4,0,5021,0.007352941203862429,0.0
partitions,,,2,14,16,2.0,0.8888888888888888,0.9375,28.5,2.0896184E-4,0.0022209273,45,1.1506496145823358E-4,0,5020,0.008333333767950535,0.00953441179182815
rknn,,,1,0,1,0.0,0.0,0.0,0.0,1.0093349E-4,0.0,25,1.107939906203587E-4,0,5017,0.0,0.004767205895914075
homomorpheR,,,1,0,1,0.0,0.0,0.0,0.0,1.0093349E-4,0.0,25,1.107939906203587E-4,0,5016,0.0,0.004767205895914075
Rmpfr,,,1,5,6,3.0,0.625,0.7333333333333333,9.5,1.0093349E-4,4.3910238E-4,45,1.107939906203587E-4,0,5015,0.0,0.004767205895914075
iterpc,,,3,4,7,1.0,1.0,1.0,8.333333333333334,0.003949876,0.0021869885,10,1.1261329980008453E-4,0,5012,0.0714285746216774,0.014301617687742225
confreq,,,1,0,1,0.0,0.0,0.0,0.0,1.0093349E-4,0.0,25,1.107939906203587E-4,0,5010,0.0,0.004767205895914075
CryptRndTest,,,6,0,6,0.0,0.0,0.0,0.0,5.125288E-4,0.0,36,3.162004463775214E-4,0,3530,0.0,0.09677288982147986
kantorovich,,,2,0,2,0.0,0.0,0.0,0.0,3.143938E-4,0.0,25,1.1328539027578571E-4,0,5009,0.0,0.00953441179182815
gmt,,,0,1,1,1.0,1.0,1.0,0.0,0.0,6.1768515E-4,14,1.0551808546768973E-4,0,5022,0.0,0.0
gnm,,,5,7,12,2.0,0.8888888888888888,0.9375,39.5,0.027186505,0.0014982107,11,1.817966210280667E-4,0,5027,0.03030303120613098,0.029064895252378795
MetaCycle,,,1,0,1,0.0,0.0,0.0,0.0,4.3092616E-5,0.0,11,1.2759340511000073E-4,0,5026,0.0,0.03373807488075583
logmult,,,2,0,2,0.0,0.0,0.0,0.0,6.563815E-5,0.0,11,1.72438598907687E-4,0,5025,0.5,0.038505280776669905
multgee,,,2,1,3,1.0,1.0,1.0,6.0,3.528112E-4,4.506925E-6,11,1.3104303540213043E-4,0,5024,0.0,0.038505280776669905
gnumeric,,,1,1,2,1.0,1.0,1.0,1.0,9.079823E-4,5.3798965E-5,25,1.0608217595571094E-4,0,5028,0.0,0.004767205895914075
goftest,,,0,2,2,3.0,0.4782608695652174,0.49696969696969695,0.0,0.0,8.71145E-4,11,1.0551808546768973E-4,0,5032,0.0,0.0
lmomco,,,3,4,7,1.0,1.0,1.0,11.0,0.019673154,1.6350576E-5,11,1.9530338352612616E-4,0,5031,0.0,0.014301617687742225
searchConsoleR,,,2,0,2,0.0,0.0,0.0,0.0,0.0015184144,0.0,25,1.3053048096568618E-4,0,2017,0.0,0.11780188280590735
googleCloudStorageR,,,3,2,5,1.0,1.0,1.0,7.0,0.0037975505,2.4340533E-4,25,1.3059985996244887E-4,0,2016,0.3499999940395355,0.14913763203465452
gower,,,0,1,1,1.0,1.0,1.0,0.0,0.0,5.6510576E-4,36,1.0551808546768973E-4,0,5034,0.0,0.0
simputation,,,2,0,2,0.0,0.0,0.0,0.0,0.019647159,0.0,36,1.9530338352612616E-4,0,5033,0.0,0.00953441179182815
GPArotation,,,0,12,12,3.0,0.625,0.7266666666666667,0.0,0.0,0.0049356264,17,1.0551808546768973E-4,0,5039,0.0,0.0
mirt,,,6,9,15,3.0,0.6842105263157895,0.8205128205128205,65.14285714285714,0.010077376,0.0044348044,36,1.1917556004303144E-4,0,5038,0.03809523954987526,0.04471404716270069
EFAutilities,,,2,0,2,0.0,0.0,0.0,0.0,0.0041553574,0.0,17,1.1322585315166706E-4,0,5037,0.0,0.00953441179182815
PCovR,,,4,0,4,0.0,0.0,0.0,0.0,0.02631768,0.0,17,1.581107792335141E-4,0,5036,0.0,0.02429768935646472
EMMAgeo,,,3,0,3,0.0,0.0,0.0,0.0,3.9267424E-4,0.0,17,1.2253933421057335E-4,0,5035,0.0,0.029988215006167464
GPfit,,,2,2,4,1.0,1.0,1.0,3.333333333333333,0.00402753,6.0277217E-4,10,1.1175443715531449E-4,0,5040,0.0,0.00953441179182815
MDplot,,,3,0,3,0.0,0.0,0.0,0.0,0.02112235,0.0,10,1.0761454447614657E-4,0,1888,0.1666666716337204,0.04087016102057527
msarc,,,4,0,4,0.0,0.0,0.0,0.0,0.0017745738,0.0,60,1.4959543611375983E-4,0,1883,0.0833333358168602,0.07460823590133114
RCA,,,2,0,2,0.0,0.0,0.0,0.0,0.0028636283,0.0,10,1.0718150118269364E-4,0,1882,0.0,0.13122368554746275
ReorderCluster,,,2,0,2,0.0,0.0,0.0,0.0,0.0039258776,0.0,10,1.0683136561754107E-4,0,1876,0.0,0.0361029551246612
momr,,,3,0,3,0.0,0.0,0.0,0.0,0.0019506131,0.0,17,1.1389844956620829E-4,0,442,0.0,0.22314262413736163
r.jive,,,1,0,1,0.0,0.0,0.0,0.0,6.0264906E-4,0.0,10,1.0661367050201832E-4,0,1872,0.0,0.03133574922874713
TopKLists,,,2,0,2,0.0,0.0,0.0,0.0,0.0017858099,0.0,10,1.0791909039318345E-4,0,361,0.0,0.21837541824144757
allanvar,,,1,0,1,0.0,0.0,0.0,0.0,6.0264906E-4,0.0,10,1.0661367050201832E-4,0,1870,0.0,0.03133574922874713
asymmetry,,,1,0,1,0.0,0.0,0.0,0.0,6.0264906E-4,0.0,10,1.0661367050201832E-4,0,1865,0.0,0.03133574922874713
reGenotyper,,,3,0,3,0.0,0.0,0.0,0.0,0.0012574738,0.0,11,1.9715225462146402E-4,0,1864,0.0,0.046099026793383666
highSCREEN,,,1,0,1,0.0,0.0,0.0,0.0,6.0264906E-4,0.0,10,1.0661367050201832E-4,0,1863,0.0,0.03133574922874713
sesem,,,3,0,3,0.0,0.0,0.0,0.0,0.002502313,0.0,17,1.100440769482278E-4,0,1861,0.0,0.07789643589902515
cancerTiming,,,2,0,2,0.0,0.0,0.0,0.0,6.340319E-4,0.0,10,1.365104663671425E-4,0,1856,0.0,0.0361029551246612
cellVolumeDist,,,2,0,2,0.0,0.0,0.0,0.0,7.714833E-4,0.0,1,1.0993553670925433E-4,0,1855,0.0,0.0361029551246612
DandEFA,,,2,0,2,0.0,0.0,0.0,0.0,7.2393235E-4,0.0,45,1.151292054099766E-4,0,1854,0.0,0.05461609256388613
TLdating,,,2,0,2,0.0,0.0,0.0,0.0,6.044973E-4,0.0,1,1.4333869403401512E-4,0,1604,0.0,0.15472407183570805
NCA,,,5,0,5,0.0,0.0,0.0,0.0,0.0014167073,0.0,25,2.074799794600666E-4,0,1851,0.05000000074505806,0.07274821666615225
GMD,,,1,0,1,0.0,0.0,0.0,0.0,6.0264906E-4,0.0,10,1.0661367050201832E-4,0,1845,0.0,0.03133574922874713
TROM,,,5,0,5,0.0,0.0,0.0,0.0,0.0065096687,0.0,25,1.1426462128438387E-4,0,1843,0.05000000074505806,0.055633438585211845
rehh,,,1,1,2,1.0,1.0,1.0,6.0,6.0264906E-4,1.3778298E-4,25,1.0661367050201832E-4,0,1842,0.0,0.03133574922874713
CoFRA,,,1,0,1,0.0,0.0,0.0,0.0,6.0264906E-4,0.0,10,1.0661367050201832E-4,0,1841,0.0,0.03133574922874713
ROCR,,,1,25,26,3.0,0.7391304347826086,0.8529411764705882,199.0,6.0264906E-4,0.0052812174,10,1.0661367050201832E-4,0,1839,0.0015384615398943424,0.03133574922874713
ARTIVA,,,3,0,3,0.0,0.0,0.0,0.0,0.022494534,0.0,10,1.0727641164575753E-4,0,1814,0.0,0.13599089144337684
FLLat,,,1,0,1,0.0,0.0,0.0,0.0,6.0264906E-4,0.0,10,1.0661367050201832E-4,0,1813,0.0,0.03133574922874713
MenuCollection,,,3,1,4,1.0,1.0,1.0,7.0,7.498181E-4,1.32826435E-5,14,1.5726835784443395E-4,0,1810,0.1666666716337204,0.046099026793383666
ionr,,,2,0,2,0.0,0.0,0.0,0.0,0.0014197897,0.0,17,1.0806245225239246E-4,0,1800,0.0,0.04656068667027799
xhmmScripts,,,2,0,2,0.0,0.0,0.0,0.0,0.0012865848,0.0,17,1.0793264679018556E-4,0,1798,0.0,0.0361029551246612
shapeR,,,6,0,6,0.0,0.0,0.0,0.0,0.021011181,0.0,9,1.3042118776803238E-4,0,1797,0.06666667014360428,0.09420598617421586
Meth27QC,,,1,0,1,0.0,0.0,0.0,0.0,6.0264906E-4,0.0,10,1.0661367050201832E-4,0,1795,0.0,0.03133574922874713
GPrank,,,2,0,2,0.0,0.0,0.0,0.0,3.5150736E-4,0.0,65,1.5267485928272358E-4,0,4696,0.0,0.028471763699844114
gRim,,,3,0,3,0.0,0.0,0.0,0.0,0.0023517278,0.0,29,1.4989067319550614E-4,0,2748,0.5,0.24461484600940228
GrassmannOptim,,,1,1,2,1.0,1.0,1.0,0.0,0.0065230234,1.8777524E-4,29,1.056964760064829E-4,0,5042,0.5,0.009996071668722482
ldr,,,2,0,2,0.0,0.0,0.0,0.0,0.006528424,0.0,29,1.955384957808761E-4,0,5041,0.5,0.022818683458244685
gRbase,,,4,10,14,2.0,0.9166666666666666,0.9545454545454546,154.25,0.014108007,0.0028717942,29,1.0693270726798434E-4,0,2755,0.06593406945466995,0.11941841977926627
gRc,,,2,0,2,0.0,0.0,0.0,0.0,0.019713506,0.0,29,1.1470227774412391E-4,0,2752,0.0,0.06760609281939395
dlsem,,,2,0,2,0.0,0.0,0.0,0.0,0.0066056238,0.0,29,1.147857578198532E-4,0,2749,0.5,0.07283495859220235
gridBase,,,0,11,11,6.0,0.2997658079625293,0.32343749999999866,0.0,0.0,0.0043968568,65,1.0551808546768973E-4,0,5045,0.0,0.0
seqHMM,,,5,0,5,0.0,0.0,0.0,0.0,0.01030261,0.0,9,1.1855226802616018E-4,0,2686,0.05000000074505806,0.12418562567518032
mcheatmaps,,,1,0,1,0.0,0.0,0.0,0.0,1.2646556E-4,0.0,65,1.1367175706726905E-4,0,5044,0.0,0.004767205895914075
Radviz,,,4,0,4,0.0,0.0,0.0,0.0,0.020267343,0.0,65,1.2137908922665921E-4,0,5043,0.0,0.02429768935646472
gridExtra,,,1,113,114,6.0,0.4617314930991217,0.5879528985507253,56.50000000000001,5.457189E-4,0.08036827,17,1.0896771575981944E-4,0,5049,0.0012420432176440954,0.004767205895914075
pdp,,,5,0,5,0.0,0.0,0.0,0.0,0.016433228,0.0,17,1.0800454627429479E-4,0,5048,0.0,0.05040457281240338
remote,,,5,0,5,0.0,0.0,0.0,0.0,0.0067518917,0.0,35,1.1924857266176865E-4,0,5047,0.05000000074505806,0.058035764237220504
RSPS,,,3,0,3,0.0,0.0,0.0,0.0,0.013044671,0.0,17,1.0680088311522123E-4,0,5046,0.0,0.024759349233359058
gridGraphics,,,0,3,3,1.0,1.0,1.0,0.0,0.0,0.0015783283,17,1.0551808546768973E-4,0,5050,0.0,0.0
gridGraphviz,,,0,1,1,1.0,1.0,1.0,0.0,0.0,1.1964048E-6,17,1.0551808546768973E-4,0,5052,0.0,0.0
gridDebug,,,2,0,2,0.0,0.0,0.0,0.0,4.1595675E-5,0.0,17,2.181174631193806E-4,0,5051,0.0,0.019992143337444965
gridSVG,,,2,4,6,1.0,1.0,1.0,8.0,0.0011224715,0.0014449698,17,1.078069911017758E-4,0,5053,0.0,0.00953441179182815
grImport,,,1,1,2,1.0,1.0,1.0,1.0,9.079823E-4,0.0,25,1.0608217595571094E-4,0,5055,0.0,0.004767205895914075
personograph,,,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,25,1.9568795067801412E-4,0,5054,0.0,0.009996071668722482
grnn,,,0,1,1,1.0,1.0,1.0,0.0,0.0,4.9624743E-4,17,1.0551808546768973E-4,0,5056,0.0,0.0
grouped,,,1,1,2,2.0,0.6,0.6666666666666666,0.0,0.019630905,8.706345E-4,41,1.0561299593075362E-4,0,5057,0.5,0.004767205895914075
grplasso,,,0,3,3,1.0,1.0,1.0,0.0,0.0,1.8303079E-4,36,1.0551808546768973E-4,0,5060,0.0,0.0
ordPens,,,3,0,3,0.0,0.0,0.0,0.0,0.0015078018,0.0,36,1.545384786912421E-4,0,5059,0.1666666716337204,0.08178658512201047
DIFlasso,,,3,0,3,0.0,0.0,0.0,0.0,2.123534E-4,0.0,36,1.465646122302291E-4,0,5058,0.0,0.023360989875074557
hgam,,,3,0,3,0.0,0.0,0.0,0.0,0.0046433173,0.0,36,1.3651225778704663E-4,0,4282,0.0,0.0742583535422846
grpreg,,,1,4,5,1.0,1.0,1.0,2.333333333333333,0.0065230234,0.002956972,36,1.056964760064829E-4,0,5062,0.10000000149011612,0.009996071668722482
geoGAM,,,4,0,4,0.0,0.0,0.0,0.0,0.021184448,0.0,36,1.406193796260621E-4,0,3101,0.0,0.11824284222131144
grpregOverlap,,,2,0,2,0.0,0.0,0.0,0.0,0.0066080736,0.0,36,1.281569809500812E-4,0,5061,0.5,0.022818683458244685
grr,,,0,1,1,1.0,1.0,1.0,0.0,0.0,1.8777524E-4,29,1.0551808546768973E-4,0,5064,0.0,0.0
Matrix.utils,,,2,0,2,0.0,0.0,0.0,0.0,0.006528424,0.0,29,1.9538686360185545E-4,0,5063,0.0,0.014763277564636561
GSA,,,0,4,4,1.0,1.0,1.0,0.0,0.0,0.0022689488,17,1.0551808546768973E-4,0,5066,0.0,0.0
mGSZ,,,3,0,3,0.0,0.0,0.0,0.0,0.019718194,0.0,45,1.581457270179338E-4,0,5065,0.0,0.02719149628959845
gsbDesign,,,2,0,2,0.0,0.0,0.0,0.0,0.0038590115,0.0,17,1.5394381611593026E-4,0,3550,0.0,0.07530174058581479
robreg3S,,,2,0,2,0.0,0.0,0.0,0.0,0.019676752,0.0,36,1.6356789980258817E-4,0,2474,0.5,0.10238277313209547
snipEM,,,4,0,4,0.0,0.0,0.0,0.0,0.027013376,0.0,36,1.640191636358072E-4,0,2473,0.1666666716337204,0.11191718492392362
robustvarComp,,,5,0,5,0.0,0.0,0.0,0.0,0.008728056,0.0,9,2.112909525697542E-4,0,2472,0.05000000074505806,0.1750801646625428
soil.spec,,,6,0,6,0.0,0.0,0.0,0.0,0.0023457236,0.0,35,4.5167494324811395E-4,0,494,0.03333333507180214,0.32937597877210034
gsl,,,0,19,19,3.0,0.5888888888888889,0.6698113207547169,0.0,0.0,0.0041350177,35,1.0551808546768973E-4,0,5076,0.002923976629972458,0.0
QRM,,,7,3,10,1.0,1.0,1.0,26.833333333333336,0.016665148,0.0014175904,10,1.1603213181972104E-4,0,5075,0.011111111380159855,0.05993898460423154
pgs,,,2,0,2,0.0,0.0,0.0,0.0,1.475084E-4,0.0,45,1.326612290820788E-4,0,5074,0.0,0.00953441179182815
tggd,,,1,0,1,0.0,0.0,0.0,0.0,1.1893435E-4,0.0,35,1.1023863218323565E-4,0,5073,0.0,0.004767205895914075
brr,,,3,0,3,0.0,0.0,0.0,0.0,3.2651017E-4,0.0,23,1.4067306921328437E-4,0,3734,0.0,0.043272486672583994
evmix,,,3,0,3,0.0,0.0,0.0,0.0,0.019854646,0.0,35,1.1531634195715356E-4,0,5072,0.0,0.014301617687742225
metacor,,,2,0,2,0.0,0.0,0.0,0.0,1.2290502E-4,0.0,23,1.326612290820788E-4,0,5071,0.0,0.00953441179182815
aws,,,1,0,1,0.0,0.0,0.0,0.0,1.1893435E-4,0.0,35,1.1023863218323565E-4,0,5070,0.0,0.004767205895914075
artfima,,,2,0,2,0.0,0.0,0.0,0.0,1.2232781E-4,0.0,23,1.326612290820788E-4,0,5069,0.0,0.00953441179182815
palinsol,,,1,0,1,0.0,0.0,0.0,0.0,1.1893435E-4,0.0,35,1.1023863218323565E-4,0,5068,0.0,0.004767205895914075
rGammaGamma,,,1,0,1,0.0,0.0,0.0,0.0,1.1893435E-4,0.0,35,1.1023863218323565E-4,0,5067,0.0,0.004767205895914075
gss,,,0,4,4,3.0,0.4479166666666667,0.49224806201550364,0.0,0.0,9.4280514E-4,25,1.0551808546768973E-4,0,5078,0.0,0.0
gsscopu,,,1,0,1,0.0,0.0,0.0,0.0,2.7117641E-5,0.0,25,1.2794068236653288E-4,0,5077,0.0,0.004767205895914075
phenmod,,,4,0,4,0.0,0.0,0.0,0.0,0.0050392654,0.0,11,2.0844412875657377E-4,0,4745,0.0833333358168602,0.09753869687742353
RSAGA,,,3,3,6,2.0,0.6666666666666666,0.75,17.0,0.007057197,7.768093E-4,35,1.2305456900749346E-4,0,4744,0.20000000298023224,0.07396494498111274
rtop,,,2,0,2,0.0,0.0,0.0,0.0,0.0017623138,0.0,35,1.1188881255906379E-4,0,4742,0.5,0.06396887331239026
meteo,,,7,0,7,0.0,0.0,0.0,0.0,0.009982116,0.0,35,1.325789589992572E-4,0,4741,0.1190476194024086,0.1552302274177675
oXim,,,2,0,2,0.0,0.0,0.0,0.0,1.5572547E-4,0.0,35,2.0111575256911803E-4,0,4740,0.0,0.058740007539581876
gsubfn,,,1,9,10,2.0,0.7142857142857143,0.8,8.833333333333332,2.3161851E-4,0.0015267604,14,1.1050088477854375E-4,0,5080,0.03333333507180214,0.004767205895914075
SpecHelpers,,,1,0,1,0.0,0.0,0.0,0.0,4.3913784E-5,0.0,14,1.1595428248925795E-4,0,5079,0.0,0.009996071668722482
gsw,,,0,1,1,4.0,0.3888888888888889,0.4761904761904762,0.0,0.0,0.0,25,1.0551808546768973E-4,0,5085,0.0,0.0
oce,,,1,3,4,3.0,0.5454545454545454,0.6944444444444443,6.0,0.0,0.001034324,25,1.952084730630623E-4,0,5084,0.0,0.004767205895914075
gtable,,,0,26,26,7.0,0.37420249653259363,0.4230117547389603,0.0,0.0,0.01897313,17,1.0551808546768973E-4,0,5086,0.05076923221349716,0.0
pheatmap,,,3,8,11,1.0,1.0,1.0,62.75,0.002690469,9.060587E-4,10,1.1256571834662874E-4,0,3376,0.00909090880304575,0.0513278925661921
gtools,,,0,99,99,6.0,0.44964028776978415,0.5679111111111114,0.0,0.0,0.030900924,23,1.0551808546768973E-4,0,5112,0.002061430597677827,0.0
interferenceCI,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5111,0.0,0.004767205895914075
rvHPDT,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5110,0.0,0.004767205895914075
MuViCP,,,2,0,2,0.0,0.0,0.0,0.0,0.0205197,0.0,23,1.0651895944181798E-4,0,5109,0.0,0.00953441179182815
supcluster,,,2,0,2,0.0,0.0,0.0,0.0,0.0049021896,0.0,23,1.0665761769645038E-4,0,5108,0.0,0.00953441179182815
reservoir,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5107,0.0,0.004767205895914075
GESTr,,,2,0,2,0.0,0.0,0.0,0.0,0.0012870341,0.0,9,1.0829259872032436E-4,0,5106,0.0,0.00953441179182815
RI2by2,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5105,0.0,0.004767205895914075
ConsRank,,,4,0,4,0.0,0.0,0.0,0.0,0.021588184,0.0,9,1.1045211536749813E-4,0,4252,0.0,0.07902555943819865
mvtmeta,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5104,0.0,0.004767205895914075
RankAggreg,,,1,1,2,1.0,1.0,1.0,0.5,8.887946E-4,6.665787E-5,9,1.064240489787541E-4,0,5103,0.0,0.004767205895914075
trioGxE,,,3,0,3,0.0,0.0,0.0,0.0,0.0028038428,0.0,45,1.0932866314349889E-4,0,4572,0.0,0.053760039622431484
cooptrees,,,3,0,3,0.0,0.0,0.0,0.0,0.0031523819,0.0,29,1.971649242908088E-4,0,2707,0.1666666716337204,0.14898089169888462
PairViz,,,2,1,3,1.0,1.0,1.0,5.0,9.522906E-4,5.6510576E-4,23,1.2442709126420678E-4,0,3135,0.0,0.02041635780623597
JASPAR,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5102,0.0,0.004767205895914075
HUM,,,3,0,3,0.0,0.0,0.0,0.0,0.005000848,0.0,9,1.0748212803390966E-4,0,4268,0.0,0.0742583535422846
rpsychi,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5101,0.0,0.004767205895914075
GSM,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5100,0.0,0.004767205895914075
paleobioDB,,,7,0,7,0.0,0.0,0.0,0.0,0.010848051,0.0,17,1.1498174348867965E-4,0,1977,0.02380952425301075,0.0941387193618818
IDPSurvival,,,3,0,3,0.0,0.0,0.0,0.0,0.0025884733,0.0,11,1.1132867088806087E-4,0,5099,0.0,0.027585889354158757
RevEcoR,,,8,0,8,0.0,0.0,0.0,0.0,0.02141591,0.0,23,1.1098563411528687E-4,0,1123,0.0714285746216774,0.18681967872457125
sensory,,,3,0,3,0.0,0.0,0.0,0.0,0.027042722,0.0,23,1.0669734998061115E-4,0,5098,0.0,0.019530483460550637
orQA,,,3,0,3,0.0,0.0,0.0,0.0,0.0058703334,0.0,23,1.0724515907113426E-4,0,5097,0.0,0.019530483460550637
MarkowitzR,,,3,0,3,0.0,0.0,0.0,0.0,0.0015619654,0.0,42,1.1172115907543706E-4,0,5096,0.0,0.02235702358135034
PolyPatEx,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5095,0.0,0.004767205895914075
dice,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5094,0.0,0.004767205895914075
hier.part,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5093,0.0,0.004767205895914075
dynpanel,,,1,0,1,0.0,0.0,0.0,0.0,8.887946E-4,0.0,23,1.064240489787541E-4,0,5092,0.0,0.004767205895914075
HKprocess,,,2,0,2,0.0,0.0,0.0,0.0,0.0014306701,0.0,45,1.0885799353170888E-4,0,3018,0.0,0.049256420883458524
SRRS,,,2,0,2,0.0,0.0,0.0,0.0,0.0010975914,0.0,9,1.1050088477854377E-4,0,5091,0.0,0.00953441179182815
